id,imdb_id,popularity,title,cast,genres,cast_orig,genres_orig,combined
14447,tt1118511,0.730324,a matter of loaf and death,Peter Sallis Sally Lindsay Melissa Collier Sarah Laborde Geraldine McEwan,Animation Comedy Family,"Peter Sallis,Sally Lindsay,Melissa Collier,Sarah Laborde,Geraldine McEwan","Animation,Comedy,Family",Animation Comedy Family Peter Sallis Sally Lindsay Melissa Collier Sarah Laborde Geraldine McEwan
13600,tt0970411,0.721663,city of ember,Saoirse Ronan Harry Treadaway Mary Kay Place Bill Murray Martin Landau,Adventure Family Fantasy,"Saoirse Ronan,Harry Treadaway,Mary Kay Place,Bill Murray,Martin Landau","Adventure,Family,Fantasy",Adventure Family Fantasy Saoirse Ronan Harry Treadaway Mary Kay Place Bill Murray Martin Landau
10761,tt0866439,0.720175,made of honor,Patrick Dempsey Michelle Monaghan Kevin McKidd Chris Messina Richmond Arquette,Comedy Romance,"Patrick Dempsey,Michelle Monaghan,Kevin McKidd,Chris Messina,Richmond Arquette","Comedy,Romance",Comedy Romance Patrick Dempsey Michelle Monaghan Kevin McKidd Chris Messina Richmond Arquette
12184,tt0467200,0.719955,the other boleyn girl,Natalie Portman Scarlett Johansson Eric Bana Jim Sturgess Kristin Scott Thomas,Drama,"Natalie Portman,Scarlett Johansson,Eric Bana,Jim Sturgess,Kristin Scott Thomas",Drama,Drama Natalie Portman Scarlett Johansson Eric Bana Jim Sturgess Kristin Scott Thomas
13825,tt0464041,0.718964,the lazarus project,Paul Walker Piper Perabo Bob Gunton Lambert Wilson Linda Cardellini,Drama Mystery Thriller,"Paul Walker,Piper Perabo,Bob Gunton,Lambert Wilson,Linda Cardellini","Drama,Mystery,Thriller",Drama Mystery Thriller Paul Walker Piper Perabo Bob Gunton Lambert Wilson Linda Cardellini
13018,tt0800240,0.715969,deception,Hugh Jackman Ewan McGregor Michelle Williams Bruce Altman Andrew Ginsburg,Drama Thriller Crime Mystery,"Hugh Jackman,Ewan McGregor,Michelle Williams,Bruce Altman,Andrew Ginsburg","Drama,Thriller,Crime,Mystery",Drama Thriller Crime Mystery Hugh Jackman Ewan McGregor Michelle Williams Bruce Altman Andrew Ginsburg
13809,tt1032755,0.714882,rocknrolla,Mark Strong Tom Wilkinson Toby Kebbell Gerard Butler Tom Hardy,Action Crime Thriller,"Mark Strong,Tom Wilkinson,Toby Kebbell,Gerard Butler,Tom Hardy","Action,Crime,Thriller",Action Crime Thriller Mark Strong Tom Wilkinson Toby Kebbell Gerard Butler Tom Hardy
9030,tt0406759,0.709809,the eye,Jessica Alba Alessandro Nivola Parker Posey Rade Serbedzija Fernanda Romero,Drama Horror Thriller,"Jessica Alba,Alessandro Nivola,Parker Posey,Rade Serbedzija,Fernanda Romero","Drama,Horror,Thriller",Drama Horror Thriller Jessica Alba Alessandro Nivola Parker Posey Rade Serbedzija Fernanda Romero
11671,tt0974554,0.702302,elegy,PenÃ©lope Cruz Ben Kingsley Patricia Clarkson Peter Sarsgaard Dennis Hopper,Drama Romance,"PenÃ©lope Cruz,Ben Kingsley,Patricia Clarkson,Peter Sarsgaard,Dennis Hopper","Drama,Romance",Drama Romance PenÃ©lope Cruz Ben Kingsley Patricia Clarkson Peter Sarsgaard Dennis Hopper
13184,tt0814022,0.696406,bangkok dangerous,Nicolas Cage Shahkrit Yamnarm Charlie Yeung Panward Hemmanee Nirattisai Kaljaruek,Action Crime Thriller,"Nicolas Cage,Shahkrit Yamnarm,Charlie Yeung,Panward Hemmanee,Nirattisai Kaljaruek","Action,Crime,Thriller",Action Crime Thriller Nicolas Cage Shahkrit Yamnarm Charlie Yeung Panward Hemmanee Nirattisai Kaljaruek
7278,tt1073498,0.68675,meet the spartans,Sean Maguire Carmen Electra Ken Davitian Kevin Sorbo Diedrich Bader,Comedy,"Sean Maguire,Carmen Electra,Ken Davitian,Kevin Sorbo,Diedrich Bader",Comedy,Comedy Sean Maguire Carmen Electra Ken Davitian Kevin Sorbo Diedrich Bader
8988,tt0489281,0.68078,stop-loss,Ryan Phillippe Abbie Cornish Joseph Gordon-Levitt Channing Tatum Josef Sommer,Drama War,"Ryan Phillippe,Abbie Cornish,Joseph Gordon-Levitt,Channing Tatum,Josef Sommer","Drama,War",Drama War Ryan Phillippe Abbie Cornish Joseph Gordon-Levitt Channing Tatum Josef Sommer
8457,tt0817538,0.675717,drillbit taylor,Owen Wilson Leslie Mann Josh Peck David Dorfman Nate Hartley,Comedy,"Owen Wilson,Leslie Mann,Josh Peck,David Dorfman,Nate Hartley",Comedy,Comedy Owen Wilson Leslie Mann Josh Peck David Dorfman Nate Hartley
4960,tt0383028,0.674834,"synecdoche, new york",Philip Seymour Hoffman Samantha Morton Jennifer Jason Leigh Michelle Williams Catherine Keener,Drama,"Philip Seymour Hoffman,Samantha Morton,Jennifer Jason Leigh,Michelle Williams,Catherine Keener",Drama,Drama Philip Seymour Hoffman Samantha Morton Jennifer Jason Leigh Michelle Williams Catherine Keener
14197,tt0404254,0.66791,my sassy girl,Elisha Cuthbert Jesse Bradford Austin Basis Chris Sarandon Jay Patterson,Comedy Drama Romance,"Elisha Cuthbert,Jesse Bradford,Austin Basis,Chris Sarandon,Jay Patterson","Comedy,Drama,Romance",Comedy Drama Romance Elisha Cuthbert Jesse Bradford Austin Basis Chris Sarandon Jay Patterson
8338,tt0861689,0.666414,blindness,Mark Ruffalo Julianne Moore Gael GarcÃ­a Bernal Danny Glover Alice Braga,Drama Mystery Science Fiction Thriller,"Mark Ruffalo,Julianne Moore,Gael GarcÃ­a Bernal,Danny Glover,Alice Braga","Drama,Mystery,Science Fiction,Thriller",Drama Mystery Science Fiction Thriller Mark Ruffalo Julianne Moore Gael GarcÃ­a Bernal Danny Glover Alice Braga
8285,tt0831887,0.66173,the spirit,Gabriel Macht Scarlett Johansson Samuel L. Jackson Eva Mendes Paz Vega,Action Comedy Thriller Crime Science Fiction,"Gabriel Macht,Scarlett Johansson,Samuel L. Jackson,Eva Mendes,Paz Vega","Action,Comedy,Thriller,Crime,Science Fiction",Action Comedy Thriller Crime Science Fiction Gabriel Macht Scarlett Johansson Samuel L. Jackson Eva Mendes Paz Vega
14349,tt0888693,0.651972,sleepwalking,Nick Stahl AnnaSophia Robb Charlize Theron Woody Harrelson Dennis Hopper,Drama,"Nick Stahl,AnnaSophia Robb,Charlize Theron,Woody Harrelson,Dennis Hopper",Drama,Drama Nick Stahl AnnaSophia Robb Charlize Theron Woody Harrelson Dennis Hopper
14637,tt1073241,0.651467,nothing but the truth,Kate Beckinsale Matt Dillon Angela Bassett Alan Alda Preston Bailey,Drama Thriller,"Kate Beckinsale,Matt Dillon,Angela Bassett,Alan Alda,Preston Bailey","Drama,Thriller",Drama Thriller Kate Beckinsale Matt Dillon Angela Bassett Alan Alda Preston Bailey
13510,tt1020530,0.648934,eden lake,Kelly Reilly Michael Fassbender Tara Ellis Jack O'Connell Finn Atkins,Horror Thriller,"Kelly Reilly,Michael Fassbender,Tara Ellis,Jack O'Connell,Finn Atkins","Horror,Thriller",Horror Thriller Kelly Reilly Michael Fassbender Tara Ellis Jack O'Connell Finn Atkins
12690,tt0800308,0.646244,appaloosa,Viggo Mortensen Ed Harris RenÃ©e Zellweger Jeremy Irons Timothy Spall,Drama Western Crime,"Viggo Mortensen,Ed Harris,RenÃ©e Zellweger,Jeremy Irons,Timothy Spall","Drama,Western,Crime",Drama Western Crime Viggo Mortensen Ed Harris RenÃ©e Zellweger Jeremy Irons Timothy Spall
17436,tt0865554,0.645064,the informers,Billy Bob Thornton Kim Basinger Mickey Rourke Winona Ryder Jon Foster,Action Adventure Crime Drama Thriller,"Billy Bob Thornton,Kim Basinger,Mickey Rourke,Winona Ryder,Jon Foster","Action,Adventure,Crime,Drama,Thriller",Action Adventure Crime Drama Thriller Billy Bob Thornton Kim Basinger Mickey Rourke Winona Ryder Jon Foster
8645,tt0949731,0.642656,the happening,Mark Wahlberg Zooey Deschanel John Leguizamo Spencer Breslin Betty Buckley,Thriller Science Fiction,"Mark Wahlberg,Zooey Deschanel,John Leguizamo,Spencer Breslin,Betty Buckley","Thriller,Science Fiction",Thriller Science Fiction Mark Wahlberg Zooey Deschanel John Leguizamo Spencer Breslin Betty Buckley
13460,tt0483607,0.634961,doomsday,Rhona Mitra Bob Hoskins Malcolm McDowell Alexander Siddig David O'Hara,Action Thriller Science Fiction,"Rhona Mitra,Bob Hoskins,Malcolm McDowell,Alexander Siddig,David O'Hara","Action,Thriller,Science Fiction",Action Thriller Science Fiction Rhona Mitra Bob Hoskins Malcolm McDowell Alexander Siddig David O'Hara
18032,tt0396707,0.634256,the secret of moonacre,Ioan Gruffudd Dakota Blue Richards Tim Curry Augustus Prew Natascha McElhone,Adventure Fantasy Drama Science Fiction Romance,"Ioan Gruffudd,Dakota Blue Richards,Tim Curry,Augustus Prew,Natascha McElhone","Adventure,Fantasy,Drama,Science Fiction,Romance",Adventure Fantasy Drama Science Fiction Romance Ioan Gruffudd Dakota Blue Richards Tim Curry Augustus Prew Natascha McElhone
16763,tt1140941,0.633135,joy ride 2: dead ahead,Nicki Aycox Nick Zano Kyle Schmid Daniel Boileau Laura Jordan,Crime Thriller,"Nicki Aycox,Nick Zano,Kyle Schmid,Daniel Boileau,Laura Jordan","Crime,Thriller",Crime Thriller Nicki Aycox Nick Zano Kyle Schmid Daniel Boileau Laura Jordan
18533,tt1172570,0.632341,bronson,Tom Hardy Matt King James Lance Kelly Adams Katy Barker,Drama Action Crime,"Tom Hardy,Matt King,James Lance,Kelly Adams,Katy Barker","Drama,Action,Crime",Drama Action Crime Tom Hardy Matt King James Lance Kelly Adams Katy Barker
8885,tt1185616,0.630893,vals im bashir,Ari Folman Ron Ben-Yishai Dror Harazi Ronny Dayag,Drama Animation War,"Ari Folman,Ron Ben-Yishai,Dror Harazi,Ronny Dayag","Drama,Animation,War",Drama Animation War Ari Folman Ron Ben-Yishai Dror Harazi Ronny Dayag
13752,tt1029235,0.626646,max manus,Aksel Hennie Agnes Kittelsen Nicolai Cleve Broch Knut Joner Christian Rubeck,Drama History War,"Aksel Hennie,Agnes Kittelsen,Nicolai Cleve Broch,Knut Joner,Christian Rubeck","Drama,History,War",Drama History War Aksel Hennie Agnes Kittelsen Nicolai Cleve Broch Knut Joner Christian Rubeck
27996,tt1024724,0.62414,dr. dolittle: tail to the chief,Kyla Pratt Peter Coyote Malcolm Stewart Christine Chatelain Niall Matter,Comedy Family Fantasy,"Kyla Pratt,Peter Coyote,Malcolm Stewart,Christine Chatelain,Niall Matter","Comedy,Family,Fantasy",Comedy Family Fantasy Kyla Pratt Peter Coyote Malcolm Stewart Christine Chatelain Niall Matter
4564,tt1000774,0.620489,sex and the city,Sarah Jessica Parker Kim Cattrall Cynthia Nixon Kristin Davis Chris Noth,Comedy Drama Romance,"Sarah Jessica Parker,Kim Cattrall,Cynthia Nixon,Kristin Davis,Chris Noth","Comedy,Drama,Romance",Comedy Drama Romance Sarah Jessica Parker Kim Cattrall Cynthia Nixon Kristin Davis Chris Noth
10186,tt1031969,0.615524,the rocker,Rainn Wilson Josh Gad Christina Applegate Emma Stone Teddy Geiger,Comedy Music,"Rainn Wilson,Josh Gad,Christina Applegate,Emma Stone,Teddy Geiger","Comedy,Music",Comedy Music Rainn Wilson Josh Gad Christina Applegate Emma Stone Teddy Geiger
18198,tt1201561,0.611016,barbie mariposa and her butterfly fairy friends,Tabitha St. Germain Kathleen Barr Erin Mathews Nicole Oliver Alessandro Juliani,Animation Fantasy Family,"Tabitha St. Germain,Kathleen Barr,Erin Mathews,Nicole Oliver,Alessandro Juliani","Animation,Fantasy,Family",Animation Fantasy Family Tabitha St. Germain Kathleen Barr Erin Mathews Nicole Oliver Alessandro Juliani
10199,tt0420238,0.6067,the tale of despereaux,Matthew Broderick Dustin Hoffman Emma Watson Tracey Ullman Kevin Kline,Animation Comedy Family,"Matthew Broderick,Dustin Hoffman,Emma Watson,Tracey Ullman,Kevin Kline","Animation,Comedy,Family",Animation Comedy Family Matthew Broderick Dustin Hoffman Emma Watson Tracey Ullman Kevin Kline
13009,tt0960890,0.603395,zombie strippers!,Jenna Jameson Robert Englund Roxy Saint Penny Drake Whitney Anderson,Comedy Horror,"Jenna Jameson,Robert Englund,Roxy Saint,Penny Drake,Whitney Anderson","Comedy,Horror",Comedy Horror Jenna Jameson Robert Englund Roxy Saint Penny Drake Whitney Anderson
25741,tt0885415,0.59883,niko: lentã¤jã¤n poika,Olli Jantunen Hannu-Pekka BjÃ¶rkman Vuokko Hovatta Vesa Vierikko Jussi Lampi,Animation Family Adventure Drama Fantasy,"Olli Jantunen,Hannu-Pekka BjÃ¶rkman,Vuokko Hovatta,Vesa Vierikko,Jussi Lampi","Animation,Family,Adventure,Drama,Fantasy",Animation Family Adventure Drama Fantasy Olli Jantunen Hannu-Pekka BjÃ¶rkman Vuokko Hovatta Vesa Vierikko Jussi Lampi
11918,tt0426592,0.598695,superhero movie,Drake Bell Sara Paxton Leslie Nielsen Christopher McDonald Jeffrey Tambor,Action Comedy Science Fiction,"Drake Bell,Sara Paxton,Leslie Nielsen,Christopher McDonald,Jeffrey Tambor","Action,Comedy,Science Fiction",Action Comedy Science Fiction Drake Bell Sara Paxton Leslie Nielsen Christopher McDonald Jeffrey Tambor
12837,tt0416212,0.595488,the secret life of bees,Dakota Fanning Queen Latifah Jennifer Hudson Sophie Okonedo Alicia Keys,Adventure Drama,"Dakota Fanning,Queen Latifah,Jennifer Hudson,Sophie Okonedo,Alicia Keys","Adventure,Drama",Adventure Drama Dakota Fanning Queen Latifah Jennifer Hudson Sophie Okonedo Alicia Keys
14098,tt0899128,0.595424,100 feet,Famke Janssen Bobby Cannavale Ed Westwick Michael ParÃ© Patricia Charbonneau,Horror Thriller,"Famke Janssen,Bobby Cannavale,Ed Westwick,Michael ParÃ©,Patricia Charbonneau","Horror,Thriller",Horror Thriller Famke Janssen Bobby Cannavale Ed Westwick Michael ParÃ© Patricia Charbonneau
17606,tt0974613,0.593722,the other man,Romola Garai Antonio Banderas Laura Linney Liam Neeson Abigail Canton,Drama Thriller Mystery Romance,"Romola Garai,Antonio Banderas,Laura Linney,Liam Neeson,Abigail Canton","Drama,Thriller,Mystery,Romance",Drama Thriller Mystery Romance Romola Garai Antonio Banderas Laura Linney Liam Neeson Abigail Canton
14405,tt1014775,0.589941,beverly hills chihuahua,Drew Barrymore Piper Perabo Andy GarcÃ­a George Lopez Paul RodrÃ­guez,Adventure Comedy Family,"Drew Barrymore,Piper Perabo,Andy GarcÃ­a,George Lopez,Paul RodrÃ­guez","Adventure,Comedy,Family",Adventure Comedy Family Drew Barrymore Piper Perabo Andy GarcÃ­a George Lopez Paul RodrÃ­guez
12165,tt1068641,0.58326,the burning plain,Charlize Theron Kim Basinger Jennifer Lawrence Joaquim de Almeida John Corbett,Drama Romance,"Charlize Theron,Kim Basinger,Jennifer Lawrence,Joaquim de Almeida,John Corbett","Drama,Romance",Drama Romance Charlize Theron Kim Basinger Jennifer Lawrence Joaquim de Almeida John Corbett
4148,tt0959337,0.57947,revolutionary road,Leonardo DiCaprio Kate Winslet Michael Shannon David Harbour Kathryn Hahn,Drama Romance,"Leonardo DiCaprio,Kate Winslet,Michael Shannon,David Harbour,Kathryn Hahn","Drama,Romance",Drama Romance Leonardo DiCaprio Kate Winslet Michael Shannon David Harbour Kathryn Hahn
4953,tt0799934,0.578298,be kind rewind,Jack Black Mos Def Danny Glover Mia Farrow Marcus Carl Franklin,Drama Comedy,"Jack Black,Mos Def,Danny Glover,Mia Farrow,Marcus Carl Franklin","Drama,Comedy",Drama Comedy Jack Black Mos Def Danny Glover Mia Farrow Marcus Carl Franklin
13090,tt0862846,0.576989,sunshine cleaning,Amy Adams Emily Blunt Alan Arkin Mary Lynn Rajskub Eric Christian Olsen,Comedy Drama,"Amy Adams,Emily Blunt,Alan Arkin,Mary Lynn Rajskub,Eric Christian Olsen","Comedy,Drama",Comedy Drama Amy Adams Emily Blunt Alan Arkin Mary Lynn Rajskub Eric Christian Olsen
12889,tt1054485,0.574813,futurama: the beast with a billion backs,Billy West Katey Sagal John DiMaggio Maurice LaMarche Lauren Tom,Animation Comedy Science Fiction Fantasy,"Billy West,Katey Sagal,John DiMaggio,Maurice LaMarche,Lauren Tom","Animation,Comedy,Science Fiction,Fantasy",Animation Comedy Science Fiction Fantasy Billy West Katey Sagal John DiMaggio Maurice LaMarche Lauren Tom
14305,tt0424600,0.5725,the andromeda strain,Benjamin Bratt Christa Miller Eric McCormack Daniel Dae Kim Viola Davis,Romance Science Fiction Thriller,"Benjamin Bratt,Christa Miller,Eric McCormack,Daniel Dae Kim,Viola Davis","Romance,Science Fiction,Thriller",Romance Science Fiction Thriller Benjamin Bratt Christa Miller Eric McCormack Daniel Dae Kim Viola Davis
11152,tt0963794,0.563354,the ruins,Shawn Ashmore Jonathan Tucker Jena Malone Laura Ramsey Joe Anderson,Drama Horror,"Shawn Ashmore,Jonathan Tucker,Jena Malone,Laura Ramsey,Joe Anderson","Drama,Horror",Drama Horror Shawn Ashmore Jonathan Tucker Jena Malone Laura Ramsey Joe Anderson
13655,tt1055366,0.560837,camp rock,Demi Lovato Joe Jonas Maria Canals-Barrera Meaghan Jette Martin Alyson Stoner,Comedy Drama Family Music TV Movie,"Demi Lovato,Joe Jonas,Maria Canals-Barrera,Meaghan Jette Martin,Alyson Stoner","Comedy,Drama,Family,Music,TV Movie",Comedy Drama Family Music TV Movie Demi Lovato Joe Jonas Maria Canals-Barrera Meaghan Jette Martin Alyson Stoner
12797,tt0995039,0.555691,ghost town,Ricky Gervais Greg Kinnear TÃ©a Leoni Billy Campbell Jordan Carlos,Comedy Fantasy Romance,"Ricky Gervais,Greg Kinnear,TÃ©a Leoni,Billy Campbell,Jordan Carlos","Comedy,Fantasy,Romance",Comedy Fantasy Romance Ricky Gervais Greg Kinnear TÃ©a Leoni Billy Campbell Jordan Carlos
10360,tt0986233,0.54408,hunger,Michael Fassbender Stuart Graham Helena Bereen Liam Cunningham,Drama History,"Michael Fassbender,Stuart Graham,Helena Bereen,Liam Cunningham","Drama,History",Drama History Michael Fassbender Stuart Graham Helena Bereen Liam Cunningham
17622,tt1097643,0.541117,fifty dead men walking,Ben Kingsley Jim Sturgess Kevin Zegers Rose McGowan Tom Collins,Action Thriller,"Ben Kingsley,Jim Sturgess,Kevin Zegers,Rose McGowan,Tom Collins","Action,Thriller",Action Thriller Ben Kingsley Jim Sturgess Kevin Zegers Rose McGowan Tom Collins
13190,tt1267379,0.540913,dead space: downfall,Bruce Boxleitner Kelly Hu Jeff Bennett Jim Cummings Grey Griffin,Animation Horror Science Fiction Thriller,"Bruce Boxleitner,Kelly Hu,Jeff Bennett,Jim Cummings,Grey Griffin","Animation,Horror,Science Fiction,Thriller",Animation Horror Science Fiction Thriller Bruce Boxleitner Kelly Hu Jeff Bennett Jim Cummings Grey Griffin
13988,tt1233571,0.538299,the art of war ii: betrayal,Wesley Snipes Lochlyn Munro Lisa Marie Caruk Pascale Hutton,Action Thriller,"Wesley Snipes,Lochlyn Munro,Lisa Marie Caruk,Pascale Hutton","Action,Thriller",Action Thriller Wesley Snipes Lochlyn Munro Lisa Marie Caruk Pascale Hutton
13253,tt1054486,0.534059,futurama: bender's game,Billy West Katey Sagal John DiMaggio Phil LaMarr Lauren Tom,Animation Comedy Science Fiction,"Billy West,Katey Sagal,John DiMaggio,Phil LaMarr,Lauren Tom","Animation,Comedy,Science Fiction",Animation Comedy Science Fiction Billy West Katey Sagal John DiMaggio Phil LaMarr Lauren Tom
16353,tt0785035,0.531905,ong bak 2,Tony Jaa Sarunyu Wongkrachang à¸ªà¸£à¸žà¸‡à¸©à¹Œ à¸Šà¸²à¸•à¸£à¸µ Primorata Dejudom,Adventure Action Thriller,"Tony Jaa,Sarunyu Wongkrachang,à¸ªà¸£à¸žà¸‡à¸©à¹Œ à¸Šà¸²à¸•à¸£à¸µ,Primorata Dejudom","Adventure,Action,Thriller",Adventure Action Thriller Tony Jaa Sarunyu Wongkrachang à¸ªà¸£à¸žà¸‡à¸©à¹Œ à¸Šà¸²à¸•à¸£à¸µ Primorata Dejudom
12178,tt0970468,0.528292,miss pettigrew lives for a day,Frances McDormand Amy Adams Lee Pace CiarÃ¡n Hinds Clare Clifford,Drama Comedy Romance,"Frances McDormand,Amy Adams,Lee Pace,CiarÃ¡n Hinds,Clare Clifford","Drama,Comedy,Romance",Drama Comedy Romance Frances McDormand Amy Adams Lee Pace CiarÃ¡n Hinds Clare Clifford
13150,tt0482572,0.527398,pride and glory,Edward Norton Jon Voight Colin Farrell Noah Emmerich Jennifer Ehle,Thriller Crime Drama,"Edward Norton,Jon Voight,Colin Farrell,Noah Emmerich,Jennifer Ehle","Thriller,Crime,Drama",Thriller Crime Drama Edward Norton Jon Voight Colin Farrell Noah Emmerich Jennifer Ehle
13220,tt1031280,0.521748,splinter,Charles Baker Jill Wagner Paulo Costanzo Shea Whigham Rachel Kerbs,Horror Thriller,"Charles Baker,Jill Wagner,Paulo Costanzo,Shea Whigham,Rachel Kerbs","Horror,Thriller",Horror Thriller Charles Baker Jill Wagner Paulo Costanzo Shea Whigham Rachel Kerbs
42982,tt1334272,0.520388,robot chicken: star wars episode ii,Seth Green Bob Bergen Ahmed Best Breckin Meyer Abraham Benrubi,Comedy Science Fiction,"Seth Green,Bob Bergen,Ahmed Best,Breckin Meyer,Abraham Benrubi","Comedy,Science Fiction",Comedy Science Fiction Seth Green Bob Bergen Ahmed Best Breckin Meyer Abraham Benrubi
13827,tt0976247,0.518011,"surfer, dude",Matthew McConaughey Jeffrey Nordling Willie Nelson Woody Harrelson Zachary Knighton,Comedy,"Matthew McConaughey,Jeffrey Nordling,Willie Nelson,Woody Harrelson,Zachary Knighton",Comedy,Comedy Matthew McConaughey Jeffrey Nordling Willie Nelson Woody Harrelson Zachary Knighton
8780,tt0871426,0.517412,baby mama,Tina Fey Amy Poehler Dax Shepard Sigourney Weaver Greg Kinnear,Comedy,"Tina Fey,Amy Poehler,Dax Shepard,Sigourney Weaver,Greg Kinnear",Comedy,Comedy Tina Fey Amy Poehler Dax Shepard Sigourney Weaver Greg Kinnear
13541,tt1079959,0.514454,the colour of magic,David Jason Sean Astin Tim Curry Jeremy Irons Brian Cox,TV Movie Comedy Fantasy,"David Jason,Sean Astin,Tim Curry,Jeremy Irons,Brian Cox","TV Movie,Comedy,Fantasy",TV Movie Comedy Fantasy David Jason Sean Astin Tim Curry Jeremy Irons Brian Cox
13991,tt0844671,0.513438,college,Drake Bell Andrew Caldwell Andree Moss Carolyn Moss Wendy Talley,Comedy,"Drake Bell,Andrew Caldwell,Andree Moss,Carolyn Moss,Wendy Talley",Comedy,Comedy Drake Bell Andrew Caldwell Andree Moss Carolyn Moss Wendy Talley
33409,tt1277737,0.511786,the stoning of soraya m.,Shohreh Aghdashloo Mozhan MarnÃ² Jim Caviezel Navid Negahban Ali Pourtash,Crime Drama,"Shohreh Aghdashloo,Mozhan MarnÃ²,Jim Caviezel,Navid Negahban,Ali Pourtash","Crime,Drama",Crime Drama Shohreh Aghdashloo Mozhan MarnÃ² Jim Caviezel Navid Negahban Ali Pourtash
7353,tt0961108,0.509401,fireflies in the garden,Julia Roberts Carrie-Anne Moss Willem Dafoe Emily Watson Ryan Reynolds,Drama,"Julia Roberts,Carrie-Anne Moss,Willem Dafoe,Emily Watson,Ryan Reynolds",Drama,Drama Julia Roberts Carrie-Anne Moss Willem Dafoe Emily Watson Ryan Reynolds
12568,tt0412536,0.505291,brideshead revisited,Matthew Goode Ben Whishaw Hayley Atwell Emma Thompson Michael Gambon,Drama Romance,"Matthew Goode,Ben Whishaw,Hayley Atwell,Emma Thompson,Michael Gambon","Drama,Romance",Drama Romance Matthew Goode Ben Whishaw Hayley Atwell Emma Thompson Michael Gambon
10885,tt0482599,0.503798,shutter,Joshua Jackson Rachael Taylor Megumi Okina David Denman Eri Otoguro,Horror Mystery Thriller,"Joshua Jackson,Rachael Taylor,Megumi Okina,David Denman,Eri Otoguro","Horror,Mystery,Thriller",Horror Mystery Thriller Joshua Jackson Rachael Taylor Megumi Okina David Denman Eri Otoguro
13493,tt0997047,0.500511,college road trip,Martin Lawrence Kym Whitley Raven-SymonÃ© Brenda Song Margo Harshman,Comedy Family,"Martin Lawrence,Kym Whitley,Raven-SymonÃ©,Brenda Song,Margo Harshman","Comedy,Family",Comedy Family Martin Lawrence Kym Whitley Raven-SymonÃ© Brenda Song Margo Harshman
21755,tt0844286,0.499165,the brothers bloom,Rachel Weisz Adrien Brody Mark Ruffalo Rinko Kikuchi Robbie Coltrane,Adventure Comedy Drama Romance,"Rachel Weisz,Adrien Brody,Mark Ruffalo,Rinko Kikuchi,Robbie Coltrane","Adventure,Comedy,Drama,Romance",Adventure Comedy Drama Romance Rachel Weisz Adrien Brody Mark Ruffalo Rinko Kikuchi Robbie Coltrane
11260,tt0765476,0.498026,meet dave,Eddie Murphy Elizabeth Banks Gabrielle Union Scott Caan Ed Helms,Comedy Science Fiction Adventure Family,"Eddie Murphy,Elizabeth Banks,Gabrielle Union,Scott Caan,Ed Helms","Comedy,Science Fiction,Adventure,Family",Comedy Science Fiction Adventure Family Eddie Murphy Elizabeth Banks Gabrielle Union Scott Caan Ed Helms
14154,tt0865957,0.489539,war games: the dead code,Matt Lanter Amanda Walsh Gary Reineke Colm Feore Chuck Shamata,Science Fiction Drama Thriller,"Matt Lanter,Amanda Walsh,Gary Reineke,Colm Feore,Chuck Shamata","Science Fiction,Drama,Thriller",Science Fiction Drama Thriller Matt Lanter Amanda Walsh Gary Reineke Colm Feore Chuck Shamata
13812,tt1082868,0.481188,quarantine,Jennifer Carpenter Steve Harris Jay Hernandez Johnathon Schaech Columbus Short,Horror Science Fiction Thriller,"Jennifer Carpenter,Steve Harris,Jay Hernandez,Johnathon Schaech,Columbus Short","Horror,Science Fiction,Thriller",Horror Science Fiction Thriller Jennifer Carpenter Steve Harris Jay Hernandez Johnathon Schaech Columbus Short
12912,tt0460745,0.480135,chaos theory,Ryan Reynolds Emily Mortimer Stuart Townsend Sarah Chalke Mike Erwin,Comedy Drama Romance,"Ryan Reynolds,Emily Mortimer,Stuart Townsend,Sarah Chalke,Mike Erwin","Comedy,Drama,Romance",Comedy Drama Romance Ryan Reynolds Emily Mortimer Stuart Townsend Sarah Chalke Mike Erwin
14011,tt0902272,0.480116,justice league: the new frontier,David Boreanaz Neil Patrick Harris Brooke Shields Jeremy Sisto Kyle MacLachlan,Action Adventure Animation Science Fiction,"David Boreanaz,Neil Patrick Harris,Brooke Shields,Jeremy Sisto,Kyle MacLachlan","Action,Adventure,Animation,Science Fiction",Action Adventure Animation Science Fiction David Boreanaz Neil Patrick Harris Brooke Shields Jeremy Sisto Kyle MacLachlan
12192,tt0964539,0.477295,pathology,Milo Ventimiglia Alyssa Milano Michael Weston Lauren Lee Smith Johnny Whitworth,Crime Horror Thriller,"Milo Ventimiglia,Alyssa Milano,Michael Weston,Lauren Lee Smith,Johnny Whitworth","Crime,Horror,Thriller",Crime Horror Thriller Milo Ventimiglia Alyssa Milano Michael Weston Lauren Lee Smith Johnny Whitworth
6933,tt0479968,0.475129,one missed call,Shannyn Sossamon Edward Burns Ana Claudia TalancÃ³n Ray Wise Azura Skye,Horror Mystery Thriller,"Shannyn Sossamon,Edward Burns,Ana Claudia TalancÃ³n,Ray Wise,Azura Skye","Horror,Mystery,Thriller",Horror Mystery Thriller Shannyn Sossamon Edward Burns Ana Claudia TalancÃ³n Ray Wise Azura Skye
